State,Area_Name,PCTPOVALL_2015,PCTPOV017_2015,MEDHHINC_2015
AL,Alabama,18.5,26.5,"44,833"
AL,Autauga County,12.7,18.8,"56,580"
AL,Baldwin County,12.9,19.6,"52,387"
AL,Barbour County,32.0,45.2,"31,433"
AL,Bibb County,22.2,29.3,"40,767"
AL,Blount County,14.7,22.2,"50,487"
AL,Bullock County,39.6,51.2,"28,251"
AL,Butler County,25.8,36.0,"33,868"
AL,Calhoun County,20.0,30.7,"42,091"
AL,Chambers County,22.4,34.4,"35,560"
AL,Cherokee County,19.4,30.2,"39,144"
AL,Chilton County,20.2,28.1,"42,767"
AL,Choctaw County,24.4,33.5,"35,089"
AL,Clarke County,22.2,30.9,"37,317"
AL,Clay County,18.4,27.3,"38,908"
AL,Cleburne County,18.9,27.7,"42,136"
AL,Coffee County,16.2,23.7,"46,858"
AL,Colbert County,18.1,26.9,"41,171"
AL,Conecuh County,28.3,41.0,"29,981"
AL,Coosa County,20.3,32.2,"36,078"
AL,Covington County,22.3,34.1,"36,355"
AL,Crenshaw County,19.9,29.6,"36,759"
AL,Cullman County,19.4,24.7,"39,290"
AL,Dale County,18.5,29.0,"45,294"
AL,Dallas County,34.6,50.1,"29,682"
AL,DeKalb County,20.6,28.9,"37,305"
AL,Elmore County,14.0,19.9,"53,548"
AL,Escambia County,24.4,32.0,"36,840"
AL,Etowah County,19.0,30.7,"42,145"
AL,Fayette County,20.4,29.4,"37,085"
AL,Franklin County,21.1,32.4,"38,535"
AL,Geneva County,22.4,34.8,"36,289"
AL,Greene County,37.7,54.7,"25,398"
AL,Hale County,28.5,38.6,"35,470"
AL,Henry County,17.0,27.5,"42,501"
AL,Houston County,18.3,29.5,"43,568"
AL,Jackson County,18.4,26.9,"40,201"
AL,Jefferson County,18.0,26.2,"48,415"
AL,Lamar County,24.7,33.8,"36,520"
AL,Lauderdale County,17.3,23.9,"43,008"
AL,Lawrence County,18.7,26.4,"41,771"
AL,Lee County,21.0,20.7,"46,442"
AL,Limestone County,14.3,18.8,"55,060"
AL,Lowndes County,35.2,46.7,"31,117"
AL,Macon County,32.2,46.1,"29,522"
AL,Madison County,13.3,19.1,"59,117"
AL,Marengo County,23.3,34.8,"35,389"
AL,Marion County,19.8,30.4,"34,977"
AL,Marshall County,20.1,32.7,"40,599"
AL,Mobile County,18.4,26.9,"42,530"
AL,Monroe County,28.6,35.7,"35,163"
AL,Montgomery County,22.8,33.8,"42,666"
AL,Morgan County,16.4,24.0,"47,234"
AL,Perry County,40.0,54.4,"26,218"
AL,Pickens County,24.3,35.3,"33,160"
AL,Pike County,25.9,36.0,"34,442"
AL,Randolph County,18.7,31.7,"37,333"
AL,Russell County,23.0,36.3,"36,124"
AL,St. Clair County,12.4,17.5,"53,558"
AL,Shelby County,8.5,10.2,"70,879"
AL,Sumter County,33.2,44.2,"25,931"
AL,Talladega County,22.4,31.1,"37,911"
AL,Tallapoosa County,21.7,34.5,"39,051"
AL,Tuscaloosa County,20.0,25.1,"47,868"
AL,Walker County,20.6,31.1,"37,305"
AL,Washington County,22.4,31.5,"42,658"
AL,Wilcox County,33.2,49.2,"23,014"
AL,Winston County,18.9,29.3,"36,497"
AK,Alaska,10.4,14.5,"73,391"
AK,Aleutians East Borough,17.4,15.5,"57,015"
AK,Aleutians West Census Area,8.5,8.5,"80,695"
AK,Anchorage Borough,8.7,12.4,"77,791"
AK,Bethel Census Area,24.2,31.5,"44,849"
AK,Bristol Bay Borough,9.0,8.6,"66,373"
AK,Denali Borough,6.6,10.2,"73,000"
AK,Dillingham Census Area,20.0,30.4,"50,753"
AK,Fairbanks North Star Borough,8.1,10.1,"70,881"
AK,Haines Borough,10.9,20.2,"57,876"
AK,Hoonah-Angoon Census Area,16.2,29.2,"53,726"
AK,Juneau Borough,8.0,10.1,"82,892"
AK,Kenai Peninsula Borough,11.4,14.0,"62,025"
AK,Ketchikan Gateway Borough,10.3,14.4,"65,314"
AK,Kodiak Island Borough,7.5,9.3,"67,515"
AK,Kusilvak Census Area,31.8,43.4,"33,511"
AK,Lake and Peninsula Borough,19.3,31.4,"42,120"
AK,Matanuska-Susitna Borough,9.8,11.8,"76,601"
AK,Nome Census Area,21.4,27.6,"52,952"
AK,North Slope Borough,12.6,17.6,"70,834"
AK,Northwest Arctic Borough,26.3,34.9,"53,774"
AK,Petersburg Borough,7.9,10.3,"63,098"
AK,Prince of Wales-Hyder Census Area,15.6,23.8,"45,305"
AK,Sitka Borough,9.2,10.4,"68,472"
AK,Skagway Municipality,3.7,6.3,"65,878"
AK,Southeast Fairbanks Census Area,13.5,21.4,"60,203"
AK,Valdez-Cordova Census Area,9.5,12.2,"70,101"
AK,Wrangell City and Borough,12.0,16.0,"54,500"
AK,Yakutat Borough,15.4,26.1,"53,795"
AK,Yukon-Koyukuk Census Area,23.4,34.4,"37,755"
AZ,Arizona,17.4,24.7,"51,473"
AZ,Apache County,38.0,44.7,"31,072"
AZ,Cochise County,16.9,25.7,"43,451"
AZ,Coconino County,19.5,20.7,"51,955"
AZ,Gila County,21.3,36.6,"41,346"
AZ,Graham County,22.9,26.9,"44,169"
AZ,Greenlee County,10.1,11.3,"58,854"
AZ,La Paz County,22.2,36.9,"34,835"
AZ,Maricopa County,16.3,23.0,"56,017"
AZ,Mohave County,17.4,29.8,"40,360"
AZ,Navajo County,28.1,36.7,"37,658"
AZ,Pima County,18.7,27.7,"47,107"
AZ,Pinal County,15.8,21.6,"50,888"
AZ,Santa Cruz County,24.4,36.7,"34,893"
AZ,Yavapai County,15.1,23.4,"47,220"
AZ,Yuma County,21.1,30.8,"40,426"
AR,Arkansas,18.7,26.4,"42,046"
AR,Arkansas County,20.7,30.5,"41,179"
AR,Ashley County,19.6,31.2,"39,871"
AR,Baxter County,16.4,28.5,"36,902"
AR,Benton County,10.8,15.3,"60,294"
AR,Boone County,16.5,25.1,"40,909"
AR,Bradley County,28.0,40.2,"37,331"
AR,Calhoun County,16.7,23.1,"40,526"
AR,Carroll County,16.6,27.7,"37,587"
AR,Chicot County,31.4,43.2,"29,968"
AR,Clark County,22.5,28.2,"37,856"
AR,Clay County,20.8,27.9,"35,324"
AR,Cleburne County,15.6,24.7,"43,913"
AR,Cleveland County,18.1,25.9,"44,123"
AR,Columbia County,23.8,32.8,"38,057"
AR,Conway County,17.8,29.1,"43,702"
AR,Craighead County,17.3,24.3,"42,460"
AR,Crawford County,14.4,22.5,"46,545"
AR,Crittenden County,25.9,37.3,"37,371"
AR,Cross County,21.5,31.8,"39,132"
AR,Dallas County,21.3,35.9,"33,352"
AR,Desha County,30.9,45.7,"30,987"
AR,Drew County,21.2,29.3,"39,339"
AR,Faulkner County,14.8,17.0,"51,157"
AR,Franklin County,18.2,26.9,"41,933"
AR,Fulton County,19.4,34.2,"34,717"
AR,Garland County,19.3,28.2,"37,723"
AR,Grant County,13.2,18.8,"47,652"
AR,Greene County,17.1,24.9,"43,996"
AR,Hempstead County,24.1,34.1,"34,560"
AR,Hot Spring County,20.8,28.1,"39,851"
AR,Howard County,18.7,30.7,"33,199"
AR,Independence County,18.0,26.8,"38,241"
AR,Izard County,19.8,31.4,"35,355"
AR,Jackson County,27.5,39.7,"32,571"
AR,Jefferson County,26.5,37.8,"36,990"
AR,Johnson County,21.8,29.1,"35,877"
AR,Lafayette County,22.7,36.3,"33,864"
AR,Lawrence County,23.7,33.5,"34,808"
AR,Lee County,35.9,48.7,"28,481"
AR,Lincoln County,25.1,27.4,"40,216"
AR,Little River County,19.9,28.2,"39,265"
AR,Logan County,20.5,30.5,"37,924"
AR,Lonoke County,11.9,16.7,"56,240"
AR,Madison County,18.8,29.1,"41,007"
AR,Marion County,18.8,34.7,"34,946"
AR,Miller County,22.3,31.5,"39,005"
AR,Mississippi County,26.3,37.6,"34,888"
AR,Monroe County,30.9,46.7,"30,801"
AR,Montgomery County,21.8,34.8,"37,813"
AR,Nevada County,24.0,35.6,"35,914"
AR,Newton County,24.2,37.1,"33,679"
AR,Ouachita County,22.8,35.1,"37,987"
AR,Perry County,16.8,25.9,"43,020"
AR,Phillips County,37.3,56.4,"28,224"
AR,Pike County,18.5,30.2,"36,266"
AR,Poinsett County,23.9,36.6,"32,756"
AR,Polk County,24.4,32.4,"34,723"
AR,Pope County,20.8,24.6,"41,074"
AR,Prairie County,19.6,28.5,"39,518"
AR,Pulaski County,19.4,27.7,"46,473"
AR,Randolph County,17.6,27.4,"34,730"
AR,St. Francis County,30.7,44.3,"31,625"
AR,Saline County,10.7,15.3,"56,926"
AR,Scott County,20.8,34.7,"36,028"
AR,Searcy County,22.2,39.1,"30,427"
AR,Sebastian County,22.1,29.9,"41,452"
AR,Sevier County,20.8,32.2,"41,848"
AR,Sharp County,24.6,39.2,"32,095"
AR,Stone County,21.5,36.3,"32,023"
AR,Union County,19.7,27.0,"42,195"
AR,Van Buren County,19.0,29.6,"38,306"
AR,Washington County,16.9,21.3,"46,418"
AR,White County,19.7,24.2,"42,508"
AR,Woodruff County,25.8,39.3,"31,013"
AR,Yell County,17.8,27.6,"37,415"
CA,California,15.4,21.2,"64,483"
CA,Alameda County,11.5,13.8,"81,462"
CA,Alpine County,19.0,35.7,"50,882"
CA,Amador County,13.1,19.5,"55,879"
CA,Butte County,21.4,23.8,"45,369"
CA,Calaveras County,13.0,21.2,"52,471"
CA,Colusa County,13.2,19.4,"51,118"
CA,Contra Costa County,10.2,12.7,"83,036"
CA,Del Norte County,23.3,33.8,"38,963"
CA,El Dorado County,9.1,11.6,"75,575"
CA,Fresno County,25.2,36.3,"46,608"
CA,Glenn County,18.5,25.7,"43,584"
CA,Humboldt County,20.9,23.0,"40,739"
CA,Imperial County,24.3,31.4,"39,925"
CA,Inyo County,12.4,19.9,"51,697"
CA,Kern County,21.9,31.3,"51,150"
CA,Kings County,22.4,28.4,"46,440"
CA,Lake County,20.5,30.2,"37,993"
CA,Lassen County,17.1,19.7,"54,670"
CA,Los Angeles County,16.7,23.5,"59,045"
CA,Madera County,22.6,32.3,"46,593"
CA,Marin County,7.5,8.8,"99,868"
CA,Mariposa County,15.2,24.1,"44,595"
CA,Mendocino County,20.3,27.3,"43,237"
CA,Merced County,25.9,35.9,"42,879"
CA,Modoc County,20.3,31.1,"38,402"
CA,Mono County,11.2,17.3,"53,992"
CA,Monterey County,15.3,22.3,"60,047"
CA,Napa County,10.1,12.1,"72,683"
CA,Nevada County,12.4,16.4,"57,627"
CA,Orange County,12.7,16.8,"78,002"
CA,Placer County,8.6,9.0,"76,203"
CA,Plumas County,13.8,22.5,"46,813"
CA,Riverside County,16.2,22.6,"57,895"
CA,Sacramento County,16.9,22.7,"58,735"
CA,San Benito County,9.3,14.0,"76,521"
CA,San Bernardino County,18.9,27.3,"53,526"
CA,San Diego County,13.9,17.8,"67,053"
CA,San Francisco County,12.4,13.5,"90,527"
CA,San Joaquin County,17.5,23.7,"53,341"
CA,San Luis Obispo County,14.4,14.6,"61,761"
CA,San Mateo County,8.4,9.7,"101,133"
CA,Santa Barbara County,15.6,20.0,"63,049"
CA,Santa Clara County,8.3,9.0,"102,191"
CA,Santa Cruz County,15.4,17.6,"64,841"
CA,Shasta County,19.0,26.5,"45,943"
CA,Sierra County,13.8,17.4,"47,535"
CA,Siskiyou County,22.6,31.4,"37,447"
CA,Solano County,12.0,15.8,"67,202"
CA,Sonoma County,11.0,14.0,"66,463"
CA,Stanislaus County,19.5,26.6,"51,949"
CA,Sutter County,17.5,24.4,"50,810"
CA,Tehama County,22.5,32.1,"40,292"
CA,Trinity County,19.7,32.1,"37,669"
CA,Tulare County,27.2,36.3,"42,637"
CA,Tuolumne County,14.5,21.6,"53,136"
CA,Ventura County,9.9,14.3,"79,285"
CA,Yolo County,17.5,16.8,"58,766"
CA,Yuba County,21.6,31.7,"46,500"
CO,Colorado,11.5,14.8,"63,945"
CO,Adams County,12.8,17.3,"62,991"
CO,Alamosa County,24.0,30.2,"40,067"
CO,Arapahoe County,9.2,12.2,"67,062"
CO,Archuleta County,13.1,25.4,"50,361"
CO,Baca County,20.8,32.1,"35,405"
CO,Bent County,36.7,40.3,"36,630"
CO,Boulder County,12.3,10.9,"72,392"
CO,Broomfield County,4.9,5.8,"86,548"
CO,Chaffee County,11.7,17.5,"50,947"
CO,Cheyenne County,11.7,17.3,"50,620"
CO,Clear Creek County,9.6,14.3,"67,262"
CO,Conejos County,20.2,29.9,"37,102"
CO,Costilla County,28.2,43.3,"27,944"
CO,Crowley County,44.3,38.5,"35,405"
CO,Custer County,15.1,32.8,"43,995"
CO,Delta County,15.8,23.7,"42,586"
CO,Denver County,15.7,23.1,"57,886"
CO,Dolores County,14.9,22.4,"44,829"
CO,Douglas County,3.4,3.3,"109,926"
CO,Eagle County,7.6,10.6,"75,191"
CO,Elbert County,5.9,8.0,"90,270"
CO,El Paso County,11.0,14.9,"60,050"
CO,Fremont County,17.2,24.8,"41,967"
CO,Garfield County,10.3,14.6,"64,487"
CO,Gilpin County,8.0,12.0,"67,389"
CO,Grand County,8.3,13.5,"59,885"
CO,Gunnison County,12.5,14.3,"47,619"
CO,Hinsdale County,10.9,30.8,"58,613"
CO,Huerfano County,23.2,41.6,"33,098"
CO,Jackson County,13.9,25.3,"46,905"
CO,Jefferson County,7.9,9.7,"71,209"
CO,Kiowa County,13.9,22.1,"42,108"
CO,Kit Carson County,12.2,20.0,"44,090"
CO,Lake County,15.7,25.5,"45,913"
CO,La Plata County,9.4,11.5,"60,732"
CO,Larimer County,12.2,10.7,"64,935"
CO,Las Animas County,19.3,28.1,"38,858"
CO,Lincoln County,19.4,25.0,"43,188"
CO,Logan County,15.5,17.9,"46,306"
CO,Mesa County,14.1,17.8,"51,449"
CO,Mineral County,9.4,19.0,"50,481"
CO,Moffat County,11.7,17.4,"59,173"
CO,Montezuma County,19.3,28.7,"42,975"
CO,Montrose County,17.7,25.2,"46,860"
CO,Morgan County,12.1,16.9,"49,087"
CO,Otero County,20.6,30.6,"34,970"
CO,Ouray County,9.4,15.2,"60,402"
CO,Park County,9.2,14.7,"63,319"
CO,Phillips County,11.1,16.7,"48,562"
CO,Pitkin County,7.0,7.6,"76,663"
CO,Prowers County,19.6,27.9,"41,348"
CO,Pueblo County,19.8,27.1,"40,540"
CO,Rio Blanco County,9.7,11.2,"61,426"
CO,Rio Grande County,17.2,28.7,"40,259"
CO,Routt County,8.9,10.9,"70,989"
CO,Saguache County,29.6,49.3,"34,209"
CO,San Juan County,15.6,33.7,"43,489"
CO,San Miguel County,11.0,13.3,"62,793"
CO,Sedgwick County,13.6,23.8,"40,325"
CO,Summit County,8.7,10.3,"69,633"
CO,Teller County,8.8,15.3,"66,191"
CO,Washington County,11.4,15.6,"47,592"
CO,Weld County,11.3,13.5,"69,434"
CO,Yuma County,14.1,18.6,"48,934"
CT,Connecticut,10.6,14.6,"71,333"
CT,Fairfield County,9.0,11.2,"86,297"
CT,Hartford County,11.1,15.7,"69,260"
CT,Litchfield County,7.4,9.4,"70,847"
CT,Middlesex County,6.7,7.4,"82,878"
CT,New Haven County,13.6,20.0,"61,758"
CT,New London County,11.1,17.4,"65,602"
CT,Tolland County,7.1,7.2,"81,616"
CT,Windham County,10.9,16.8,"61,303"
DE,Delaware,12.6,19.1,"61,327"
DE,Kent County,14.2,21.3,"55,678"
DE,New Castle County,12.1,17.6,"66,179"
DE,Sussex County,12.3,21.4,"54,309"
DC,District of Columbia,17.7,28.3,"73,115"
DC,District of Columbia,17.7,28.3,"73,115"
FL,Florida,15.8,23.4,"49,416"
FL,Alachua County,21.1,21.6,"47,023"
FL,Baker County,16.8,24.2,"50,883"
FL,Bay County,16.5,25.8,"47,745"
FL,Bradford County,21.3,31.0,"40,879"
FL,Brevard County,13.4,21.3,"50,352"
FL,Broward County,14.0,20.3,"53,624"
FL,Calhoun County,22.2,32.8,"36,062"
FL,Charlotte County,12.4,23.3,"45,495"
FL,Citrus County,17.5,31.4,"39,982"
FL,Clay County,11.6,15.7,"59,244"
FL,Collier County,13.6,22.9,"62,385"
FL,Columbia County,19.7,30.4,"43,303"
FL,DeSoto County,30.5,41.3,"34,380"
FL,Dixie County,29.3,38.2,"35,749"
FL,Duval County,16.0,25.4,"49,565"
FL,Escambia County,15.4,27.4,"45,735"
FL,Flagler County,11.7,20.9,"50,347"
FL,Franklin County,23.7,38.5,"38,220"
FL,Gadsden County,24.5,38.4,"36,637"
FL,Gilchrist County,19.2,29.5,"39,342"
FL,Glades County,22.1,33.1,"40,215"
FL,Gulf County,21.9,29.2,"41,320"
FL,Hamilton County,31.8,44.6,"33,497"
FL,Hardee County,25.9,36.5,"35,850"
FL,Hendry County,25.8,36.4,"39,320"
FL,Hernando County,14.3,24.5,"43,103"
FL,Highlands County,22.9,38.1,"34,691"
FL,Hillsborough County,15.8,21.4,"51,710"
FL,Holmes County,25.9,34.9,"35,202"
FL,Indian River County,13.0,22.5,"49,887"
FL,Jackson County,22.5,31.8,"36,751"
FL,Jefferson County,19.4,30.9,"42,210"
FL,Lafayette County,23.8,29.5,"40,345"
FL,Lake County,12.8,20.9,"49,711"
FL,Lee County,15.9,25.2,"50,713"
FL,Leon County,21.8,22.3,"46,405"
FL,Levy County,22.1,35.3,"36,005"
FL,Liberty County,22.6,29.9,"39,623"
FL,Madison County,27.0,36.9,"34,360"
FL,Manatee County,14.8,24.2,"50,728"
FL,Marion County,18.7,31.9,"40,053"
FL,Martin County,11.2,18.1,"53,459"
FL,Miami-Dade County,20.0,27.3,"43,687"
FL,Monroe County,11.3,18.8,"58,332"
FL,Nassau County,10.8,16.0,"55,707"
FL,Okaloosa County,11.3,18.7,"55,391"
FL,Okeechobee County,23.2,34.6,"35,787"
FL,Orange County,15.6,22.6,"50,593"
FL,Osceola County,18.5,27.5,"45,127"
FL,Palm Beach County,13.5,20.8,"56,638"
FL,Pasco County,14.6,19.5,"46,080"
FL,Pinellas County,13.6,20.6,"47,591"
FL,Polk County,17.3,26.7,"44,024"
FL,Putnam County,27.3,41.1,"32,351"
FL,St. Johns County,9.8,10.1,"71,896"
FL,St. Lucie County,16.4,25.3,"45,918"
FL,Santa Rosa County,12.3,16.9,"59,289"
FL,Sarasota County,9.7,17.6,"55,882"
FL,Seminole County,11.5,16.1,"57,357"
FL,Sumter County,10.1,30.6,"54,592"
FL,Suwannee County,23.6,35.2,"37,368"
FL,Taylor County,21.2,30.0,"39,116"
FL,Union County,26.2,26.4,"41,078"
FL,Volusia County,16.3,25.1,"42,334"
FL,Wakulla County,16.5,21.3,"48,703"
FL,Walton County,14.8,26.1,"47,875"
FL,Washington County,24.8,34.2,"36,328"
GA,Georgia,17.2,24.7,"51,225"
GA,Appling County,22.5,34.2,"39,588"
GA,Atkinson County,26.9,40.5,"32,398"
GA,Bacon County,23.9,36.8,"35,431"
GA,Baker County,28.7,41.9,"34,455"
GA,Baldwin County,26.0,35.5,"38,015"
GA,Banks County,15.8,24.4,"44,146"
GA,Barrow County,15.6,21.3,"53,789"
GA,Bartow County,13.6,21.5,"50,900"
GA,Ben Hill County,32.5,46.9,"30,776"
GA,Berrien County,25.5,36.9,"35,518"
GA,Bibb County,26.7,41.6,"38,870"
GA,Bleckley County,19.3,31.7,"42,716"
GA,Brantley County,21.6,34.3,"37,709"
GA,Brooks County,25.4,38.9,"36,820"
GA,Bryan County,13.1,16.2,"69,650"
GA,Bulloch County,29.9,31.3,"36,544"
GA,Burke County,25.1,37.9,"36,977"
GA,Butts County,19.0,26.9,"44,166"
GA,Calhoun County,37.5,42.4,"30,972"
GA,Camden County,13.6,20.4,"52,706"
GA,Candler County,28.1,43.3,"32,806"
GA,Carroll County,20.4,26.4,"45,453"
GA,Catoosa County,13.1,19.6,"50,979"
GA,Charlton County,32.5,37.7,"37,037"
GA,Chatham County,17.8,25.3,"48,885"
GA,Chattahoochee County,21.0,24.5,"41,066"
GA,Chattooga County,20.4,28.8,"38,063"
GA,Cherokee County,9.4,12.3,"74,885"
GA,Clarke County,38.1,41.6,"33,302"
GA,Clay County,34.3,52.0,"25,941"
GA,Clayton County,23.3,35.4,"41,731"
GA,Clinch County,28.2,39.6,"31,848"
GA,Cobb County,11.4,16.4,"70,097"
GA,Coffee County,22.6,34.0,"34,775"
GA,Colquitt County,24.1,35.5,"34,151"
GA,Columbia County,9.3,11.3,"75,232"
GA,Cook County,24.1,35.7,"34,505"
GA,Coweta County,10.9,16.4,"67,268"
GA,Crawford County,20.6,28.9,"43,559"
GA,Crisp County,32.3,47.4,"31,095"
GA,Dade County,16.2,21.8,"43,632"
GA,Dawson County,12.1,18.0,"60,195"
GA,Decatur County,27.3,39.9,"37,661"
GA,DeKalb County,17.8,27.7,"53,994"
GA,Dodge County,24.8,38.1,"34,611"
GA,Dooly County,33.8,45.4,"32,323"
GA,Dougherty County,29.4,42.1,"34,799"
GA,Douglas County,14.1,21.6,"58,443"
GA,Early County,26.5,41.6,"31,935"
GA,Echols County,25.9,39.3,"34,414"
GA,Effingham County,11.4,15.3,"63,255"
GA,Elbert County,23.7,35.3,"35,814"
GA,Emanuel County,27.0,40.2,"31,772"
GA,Evans County,27.4,41.8,"34,085"
GA,Fannin County,17.4,29.8,"39,796"
GA,Fayette County,7.0,10.0,"80,588"
GA,Floyd County,19.6,28.7,"41,130"
GA,Forsyth County,6.3,6.9,"97,886"
GA,Franklin County,21.9,31.3,"40,156"
GA,Fulton County,16.0,23.8,"59,911"
GA,Gilmer County,16.9,30.6,"43,907"
GA,Glascock County,17.8,24.4,"40,732"
GA,Glynn County,18.2,30.0,"46,377"
GA,Gordon County,18.1,26.4,"44,580"
GA,Grady County,29.3,41.1,"36,486"
GA,Greene County,21.2,37.9,"43,326"
GA,Gwinnett County,12.6,17.9,"61,797"
GA,Habersham County,16.6,23.5,"44,400"
GA,Hall County,16.9,24.3,"54,578"
GA,Hancock County,34.7,43.7,"28,328"
GA,Haralson County,19.2,27.0,"41,167"
GA,Harris County,9.9,13.6,"65,887"
GA,Hart County,18.6,28.7,"39,567"
GA,Heard County,19.1,30.7,"41,514"
GA,Henry County,9.9,15.8,"65,437"
GA,Houston County,15.2,22.6,"55,860"
GA,Irwin County,24.7,37.1,"35,284"
GA,Jackson County,13.0,17.8,"56,102"
GA,Jasper County,17.4,28.9,"46,398"
GA,Jeff Davis County,21.7,34.1,"36,186"
GA,Jefferson County,27.7,39.7,"32,023"
GA,Jenkins County,35.9,47.3,"29,924"
GA,Johnson County,30.2,37.1,"30,794"
GA,Jones County,14.2,20.7,"52,777"
GA,Lamar County,21.0,29.3,"42,177"
GA,Lanier County,21.8,35.9,"37,616"
GA,Laurens County,25.5,36.0,"36,960"
GA,Lee County,10.7,16.1,"68,636"
GA,Liberty County,20.3,27.3,"39,612"
GA,Lincoln County,21.4,31.9,"39,089"
GA,Long County,19.1,27.7,"42,542"
GA,Lowndes County,26.5,32.4,"37,699"
GA,Lumpkin County,16.5,22.4,"48,101"
GA,McDuffie County,27.4,40.5,"36,346"
GA,McIntosh County,24.0,39.3,"38,770"
GA,Macon County,33.5,43.6,"30,696"
GA,Madison County,15.1,23.0,"40,735"
GA,Marion County,25.5,40.1,"35,265"
GA,Meriwether County,22.1,33.7,"37,866"
GA,Miller County,25.1,37.8,"35,357"
GA,Mitchell County,28.0,38.1,"34,139"
GA,Monroe County,14.2,19.5,"53,070"
GA,Montgomery County,24.3,32.2,"36,821"
GA,Morgan County,14.3,22.8,"51,081"
GA,Murray County,17.8,26.7,"43,142"
GA,Muscogee County,22.2,31.1,"41,828"
GA,Newton County,14.9,23.3,"51,177"
GA,Oconee County,6.8,8.6,"76,371"
GA,Oglethorpe County,16.9,25.2,"43,428"
GA,Paulding County,8.8,12.7,"62,658"
GA,Peach County,22.0,33.4,"41,725"
GA,Pickens County,12.6,22.2,"56,289"
GA,Pierce County,22.1,31.1,"39,648"
GA,Pike County,11.7,16.9,"56,233"
GA,Polk County,20.8,32.3,"39,402"
GA,Pulaski County,24.4,34.5,"39,209"
GA,Putnam County,18.1,33.1,"44,323"
GA,Quitman County,28.9,47.9,"29,921"
GA,Rabun County,16.1,28.1,"40,834"
GA,Randolph County,26.9,44.1,"30,505"
GA,Richmond County,24.3,37.7,"40,821"
GA,Rockdale County,15.9,26.0,"51,510"
GA,Schley County,19.5,29.0,"41,737"
GA,Screven County,27.0,40.0,"35,911"
GA,Seminole County,25.8,42.7,"31,615"
GA,Spalding County,22.2,35.5,"41,250"
GA,Stephens County,21.2,31.0,"38,503"
GA,Stewart County,42.0,48.4,"28,977"
GA,Sumter County,30.8,48.1,"33,802"
GA,Talbot County,25.6,41.8,"33,510"
GA,Taliaferro County,33.5,54.4,"28,952"
GA,Tattnall County,27.5,36.1,"37,163"
GA,Taylor County,27.3,41.1,"32,041"
GA,Telfair County,34.7,42.2,"31,149"
GA,Terrell County,36.5,55.7,"32,342"
GA,Thomas County,21.7,32.4,"40,449"
GA,Tift County,27.1,39.8,"39,988"
GA,Toombs County,25.1,39.0,"34,953"
GA,Towns County,16.7,26.6,"39,782"
GA,Treutlen County,28.7,41.6,"32,086"
GA,Troup County,19.3,28.4,"41,289"
GA,Turner County,28.4,44.8,"35,117"
GA,Twiggs County,26.3,35.1,"36,086"
GA,Union County,14.3,26.7,"42,782"
GA,Upson County,22.7,33.7,"37,864"
GA,Walker County,18.8,26.5,"42,249"
GA,Walton County,12.7,19.3,"57,312"
GA,Ware County,28.4,45.6,"35,270"
GA,Warren County,27.7,43.9,"32,350"
GA,Washington County,26.3,36.5,"36,499"
GA,Wayne County,20.8,32.8,"41,466"
GA,Webster County,23.6,36.1,"35,770"
GA,Wheeler County,39.3,39.2,"30,926"
GA,White County,15.2,24.9,"43,598"
GA,Whitfield County,15.3,22.1,"45,921"
GA,Wilcox County,30.4,40.4,"32,480"
GA,Wilkes County,22.9,34.7,"34,031"
GA,Wilkinson County,20.9,34.2,"38,103"
GA,Worth County,21.7,34.3,"39,560"
HI,Hawaii,10.7,14.5,"73,097"
HI,Hawaii County,18.3,28.5,"54,914"
HI,Honolulu County,9.2,11.5,"76,544"
HI,Kalawao County, , , 
HI,Kauai County,11.2,15.9,"70,122"
HI,Maui County,10.7,15.3,"68,684"
ID,Idaho,14.7,17.7,"48,311"
ID,Ada County,11.7,12.2,"58,431"
ID,Adams County,15.8,26.5,"39,943"
ID,Bannock County,22.3,22.2,"43,298"
ID,Bear Lake County,13.7,19.7,"48,309"
ID,Benewah County,18.0,25.5,"41,368"
ID,Bingham County,14.0,18.2,"49,644"
ID,Blaine County,8.9,12.0,"65,272"
ID,Boise County,14.4,23.0,"52,728"
ID,Bonner County,15.8,23.6,"44,072"
ID,Bonneville County,13.2,16.7,"54,008"
ID,Boundary County,15.8,24.3,"41,803"
ID,Butte County,15.9,20.2,"43,780"
ID,Camas County,10.7,15.4,"46,203"
ID,Canyon County,15.9,19.1,"44,585"
ID,Caribou County,10.8,14.0,"57,017"
ID,Cassia County,16.7,20.5,"47,932"
ID,Clark County,15.3,16.5,"40,098"
ID,Clearwater County,15.3,24.0,"42,630"
ID,Custer County,14.0,19.5,"45,801"
ID,Elmore County,15.0,21.7,"44,509"
ID,Franklin County,9.7,13.0,"53,901"
ID,Fremont County,15.0,24.1,"49,555"
ID,Gem County,15.8,24.2,"44,017"
ID,Gooding County,13.9,21.3,"48,950"
ID,Idaho County,16.3,23.0,"41,157"
ID,Jefferson County,10.5,13.9,"53,555"
ID,Jerome County,15.8,21.7,"47,034"
ID,Kootenai County,14.7,19.2,"48,864"
ID,Latah County,19.6,14.5,"46,360"
ID,Lemhi County,17.6,26.8,"40,087"
ID,Lewis County,16.3,26.8,"41,688"
ID,Lincoln County,14.5,23.6,"46,168"
ID,Madison County,28.1,18.6,"38,065"
ID,Minidoka County,17.0,20.7,"45,429"
