State,Area_Name,PCTPOVALL_2015,PCTPOV017_2015,MEDHHINC_2015
NH,Merrimack County,8.3,10.7,"68,148"
NH,Rockingham County,5.2,6.5,"87,103"
NH,Strafford County,11.4,13.6,"60,931"
NH,Sullivan County,11.2,17.5,"53,804"
NJ,New Jersey,10.8,15.5,"72,337"
NJ,Atlantic County,14.1,21.9,"53,296"
NJ,Bergen County,7.1,8.6,"88,512"
NJ,Burlington County,7.7,10.0,"74,844"
NJ,Camden County,13.1,19.6,"63,589"
NJ,Cape May County,10.5,18.1,"55,632"
NJ,Cumberland County,17.2,25.5,"50,259"
NJ,Essex County,16.8,24.1,"52,206"
NJ,Gloucester County,7.7,9.8,"76,780"
NJ,Hudson County,17.7,27.0,"60,053"
NJ,Hunterdon County,5.0,4.6,"102,797"
NJ,Mercer County,11.2,15.2,"72,172"
NJ,Middlesex County,8.5,10.8,"78,249"
NJ,Monmouth County,7.5,10.0,"86,722"
NJ,Morris County,5.3,5.8,"101,754"
NJ,Ocean County,10.9,18.9,"63,478"
NJ,Passaic County,17.3,26.3,"55,723"
NJ,Salem County,11.9,18.5,"63,988"
NJ,Somerset County,5.5,7.0,"99,059"
NJ,Sussex County,5.6,7.0,"84,431"
NJ,Union County,10.6,15.7,"70,581"
NJ,Warren County,7.7,10.7,"71,672"
NM,New Mexico,19.8,27.2,"45,524"
NM,Bernalillo County,19.0,25.0,"47,870"
NM,Catron County,23.4,44.9,"36,570"
NM,Chaves County,21.1,28.8,"39,265"
NM,Cibola County,29.2,37.9,"35,580"
NM,Colfax County,19.7,29.8,"37,269"
NM,Curry County,21.7,29.3,"41,879"
NM,DeBaca County,20.2,32.6,"33,427"
NM,Dona Ana County,25.7,38.8,"39,421"
NM,Eddy County,12.3,17.1,"60,407"
NM,Grant County,20.5,30.1,"39,792"
NM,Guadalupe County,23.9,31.6,"31,710"
NM,Harding County,14.3,20.9,"39,561"
NM,Hidalgo County,25.2,35.4,"34,336"
NM,Lea County,14.3,18.3,"54,686"
NM,Lincoln County,17.8,32.3,"40,297"
NM,Los Alamos County,4.0,4.1,"107,126"
NM,Luna County,30.9,41.2,"27,151"
NM,McKinley County,34.1,39.2,"29,040"
NM,Mora County,23.9,35.5,"31,816"
NM,Otero County,23.0,33.6,"38,381"
NM,Quay County,23.0,35.7,"29,047"
NM,Rio Arriba County,24.2,30.6,"37,319"
NM,Roosevelt County,20.4,26.6,"38,053"
NM,Sandoval County,11.2,15.7,"62,833"
NM,San Juan County,18.8,23.5,"49,173"
NM,San Miguel County,28.7,35.9,"32,303"
NM,Santa Fe County,13.1,18.6,"55,247"
NM,Sierra County,28.7,43.6,"29,432"
NM,Socorro County,23.5,40.7,"33,673"
NM,Taos County,19.9,32.0,"37,092"
NM,Torrance County,26.2,36.7,"35,950"
NM,Union County,17.1,26.3,"36,715"
NM,Valencia County,19.8,27.0,"42,395"
NY,New York,15.5,22.3,"60,805"
NY,Albany County,12.6,16.4,"57,312"
NY,Allegany County,16.8,25.6,"44,331"
NY,Bronx County,30.3,42.6,"35,102"
NY,Broome County,17.7,23.2,"46,067"
NY,Cattaraugus County,18.0,26.1,"40,933"
NY,Cayuga County,12.7,20.3,"51,925"
NY,Chautauqua County,17.2,28.2,"43,973"
NY,Chemung County,14.9,23.2,"51,285"
NY,Chenango County,14.3,23.3,"49,082"
NY,Clinton County,17.5,22.3,"46,747"
NY,Columbia County,13.6,19.4,"58,335"
NY,Cortland County,16.2,20.0,"49,894"
NY,Delaware County,16.9,27.1,"42,907"
NY,Dutchess County,10.4,12.9,"71,348"
NY,Erie County,15.6,24.3,"52,176"
NY,Essex County,12.2,19.3,"52,282"
NY,Franklin County,18.3,26.2,"45,682"
NY,Fulton County,17.9,26.9,"46,543"
NY,Genesee County,13.4,19.4,"53,771"
NY,Greene County,16.4,24.3,"48,144"
NY,Hamilton County,11.1,19.4,"47,997"
NY,Herkimer County,12.7,20.3,"49,504"
NY,Jefferson County,14.1,21.1,"50,179"
NY,Kings County,22.3,31.5,"51,026"
NY,Lewis County,14.0,22.4,"50,846"
NY,Livingston County,13.2,16.4,"53,945"
NY,Madison County,12.9,18.1,"58,094"
NY,Monroe County,14.8,22.0,"54,204"
NY,Montgomery County,18.4,27.9,"44,414"
NY,Nassau County,6.1,8.4,"101,568"
NY,New York County,17.6,24.9,"75,136"
NY,Niagara County,15.5,23.3,"48,517"
NY,Oneida County,18.0,29.8,"47,390"
NY,Onondaga County,14.6,20.8,"57,114"
NY,Ontario County,9.6,13.7,"58,085"
NY,Orange County,12.1,20.1,"71,162"
NY,Orleans County,14.2,22.6,"48,126"
NY,Oswego County,17.4,25.2,"49,391"
NY,Otsego County,16.8,19.9,"47,942"
NY,Putnam County,6.0,6.5,"90,497"
NY,Queens County,13.9,19.6,"60,241"
NY,Rensselaer County,12.0,18.2,"60,117"
NY,Richmond County,14.2,18.3,"71,058"
NY,Rockland County,14.0,23.0,"84,249"
NY,St. Lawrence County,18.5,23.4,"42,811"
NY,Saratoga County,6.4,8.5,"75,029"
NY,Schenectady County,12.0,18.3,"59,432"
NY,Schoharie County,13.7,21.2,"50,588"
NY,Schuyler County,12.5,19.9,"49,664"
NY,Seneca County,14.1,21.2,"49,813"
NY,Steuben County,15.4,22.7,"47,352"
NY,Suffolk County,7.8,10.7,"87,634"
NY,Sullivan County,18.1,29.2,"49,161"
NY,Tioga County,11.7,17.8,"57,541"
NY,Tompkins County,20.1,16.8,"55,839"
NY,Ulster County,14.0,18.3,"58,328"
NY,Warren County,11.3,17.0,"54,492"
NY,Washington County,13.3,20.4,"51,188"
NY,Wayne County,12.2,16.9,"51,273"
NY,Westchester County,10.1,13.1,"85,688"
NY,Wyoming County,13.3,17.3,"52,796"
NY,Yates County,13.6,22.1,"46,392"
NC,North Carolina,16.4,23.4,"47,884"
NC,Alamance County,18.9,26.1,"41,566"
NC,Alexander County,15.5,22.3,"41,092"
NC,Alleghany County,22.9,35.9,"36,113"
NC,Anson County,25.2,35.6,"35,307"
NC,Ashe County,20.2,31.8,"35,238"
NC,Avery County,19.7,29.9,"37,120"
NC,Beaufort County,19.2,33.3,"41,725"
NC,Bertie County,24.8,35.9,"31,967"
NC,Bladen County,25.4,35.2,"33,882"
NC,Brunswick County,14.3,24.5,"48,831"
NC,Buncombe County,15.2,23.2,"45,094"
NC,Burke County,16.7,23.6,"42,711"
NC,Cabarrus County,10.8,15.2,"57,881"
NC,Caldwell County,16.2,23.9,"39,636"
NC,Camden County,9.7,13.7,"62,000"
NC,Carteret County,13.8,22.7,"50,837"
NC,Caswell County,20.1,29.8,"40,504"
NC,Catawba County,15.1,20.8,"41,745"
NC,Chatham County,11.6,18.0,"58,860"
NC,Cherokee County,18.3,30.9,"38,284"
NC,Chowan County,19.4,33.0,"40,794"
NC,Clay County,17.4,31.9,"38,980"
NC,Cleveland County,19.8,29.4,"40,237"
NC,Columbus County,24.0,34.1,"34,478"
NC,Craven County,15.0,24.2,"47,805"
NC,Cumberland County,18.8,27.6,"42,380"
NC,Currituck County,10.4,17.0,"66,426"
NC,Dare County,10.3,17.8,"53,585"
NC,Davidson County,14.1,21.3,"46,400"
NC,Davie County,12.3,18.4,"52,525"
NC,Duplin County,24.9,34.1,"38,397"
NC,Durham County,17.1,26.0,"53,875"
NC,Edgecombe County,27.8,42.6,"32,529"
NC,Forsyth County,18.1,28.5,"47,346"
NC,Franklin County,16.0,22.5,"48,009"
NC,Gaston County,17.3,25.0,"45,031"
NC,Gates County,16.7,23.5,"46,387"
NC,Graham County,21.0,32.6,"33,827"
NC,Granville County,16.0,21.8,"50,314"
NC,Greene County,25.4,34.5,"35,060"
NC,Guilford County,15.7,23.5,"48,283"
NC,Halifax County,27.9,39.1,"31,952"
NC,Harnett County,17.7,23.8,"48,301"
NC,Haywood County,17.6,27.3,"43,573"
NC,Henderson County,13.1,21.1,"47,280"
NC,Hertford County,26.9,37.6,"34,453"
NC,Hoke County,19.9,28.5,"42,819"
NC,Hyde County,23.0,30.7,"37,074"
NC,Iredell County,14.2,19.3,"55,848"
NC,Jackson County,20.9,27.3,"41,537"
NC,Johnston County,13.0,18.7,"52,681"
NC,Jones County,21.4,36.5,"39,688"
NC,Lee County,17.1,25.8,"44,294"
NC,Lenoir County,22.7,36.9,"37,085"
NC,Lincoln County,13.4,20.4,"49,343"
NC,McDowell County,18.8,26.8,"37,430"
NC,Macon County,16.9,29.4,"41,395"
NC,Madison County,20.9,29.1,"37,899"
NC,Martin County,22.5,36.3,"36,543"
NC,Mecklenburg County,14.3,19.1,"57,029"
NC,Mitchell County,16.7,27.5,"39,955"
NC,Montgomery County,19.9,31.3,"39,096"
NC,Moore County,13.2,21.1,"52,139"
NC,Nash County,18.1,25.9,"43,450"
NC,New Hanover County,17.3,22.1,"52,456"
NC,Northampton County,26.8,45.3,"33,301"
NC,Onslow County,15.3,21.5,"46,144"
NC,Orange County,14.3,13.1,"61,570"
NC,Pamlico County,14.6,32.3,"41,004"
NC,Pasquotank County,19.1,29.5,"42,171"
NC,Pender County,14.8,21.9,"49,390"
NC,Perquimans County,17.6,31.6,"42,337"
NC,Person County,16.3,24.0,"43,917"
NC,Pitt County,25.9,30.6,"41,909"
NC,Polk County,13.5,24.1,"45,672"
NC,Randolph County,16.4,25.0,"43,216"
NC,Richmond County,28.7,42.8,"33,017"
NC,Robeson County,30.6,41.9,"32,128"
NC,Rockingham County,18.4,26.3,"40,148"
NC,Rowan County,17.3,26.5,"44,862"
NC,Rutherford County,19.2,29.6,"36,998"
NC,Sampson County,21.4,29.5,"40,660"
NC,Scotland County,29.0,44.4,"35,447"
NC,Stanly County,17.1,25.1,"44,878"
NC,Stokes County,15.3,22.8,"42,889"
NC,Surry County,18.2,27.0,"38,408"
NC,Swain County,16.2,26.0,"36,103"
NC,Transylvania County,15.4,29.6,"45,792"
NC,Tyrrell County,25.0,36.2,"33,759"
NC,Union County,9.7,12.7,"71,690"
NC,Vance County,24.6,37.3,"32,698"
NC,Wake County,11.1,14.7,"70,629"
NC,Warren County,27.3,37.1,"34,149"
NC,Washington County,23.4,40.9,"35,146"
NC,Watauga County,25.3,18.9,"41,762"
NC,Wayne County,18.4,28.1,"41,161"
NC,Wilkes County,18.7,27.4,"40,647"
NC,Wilson County,19.9,30.3,"41,276"
NC,Yadkin County,16.3,24.9,"41,208"
NC,Yancey County,19.3,29.2,"36,418"
ND,North Dakota,10.7,12.1,"61,674"
ND,Adams County,10.1,12.4,"48,106"
ND,Barnes County,12.4,13.5,"51,053"
ND,Benson County,27.9,39.0,"39,969"
ND,Billings County,7.1,5.9,"76,913"
ND,Bottineau County,10.6,13.7,"56,645"
ND,Bowman County,7.6,7.7,"62,892"
ND,Burke County,8.4,11.1,"68,477"
ND,Burleigh County,9.0,8.5,"66,057"
ND,Cass County,10.7,10.0,"55,946"
ND,Cavalier County,9.4,13.0,"57,200"
ND,Dickey County,10.3,14.3,"56,325"
ND,Divide County,8.6,11.2,"62,922"
ND,Dunn County,9.9,12.2,"73,135"
ND,Eddy County,11.3,15.0,"47,804"
ND,Emmons County,13.9,16.2,"46,952"
ND,Foster County,8.4,12.0,"53,408"
ND,Golden Valley County,10.2,12.3,"56,948"
ND,Grand Forks County,14.3,13.8,"52,022"
ND,Grant County,15.6,18.4,"40,879"
ND,Griggs County,10.0,9.5,"47,222"
ND,Hettinger County,10.6,10.2,"53,403"
ND,Kidder County,13.9,18.8,"46,800"
ND,LaMoure County,10.9,13.3,"58,638"
ND,Logan County,11.8,13.3,"50,047"
ND,McHenry County,11.1,13.0,"56,351"
ND,McIntosh County,12.5,16.4,"48,494"
ND,McKenzie County,8.4,10.2,"82,906"
ND,McLean County,10.0,12.0,"62,480"
ND,Mercer County,7.2,7.0,"75,698"
ND,Morton County,7.8,10.7,"64,260"
ND,Mountrail County,11.2,14.6,"65,606"
ND,Nelson County,11.6,16.5,"48,196"
ND,Oliver County,10.2,17.5,"65,798"
ND,Pembina County,8.8,11.2,"58,683"
ND,Pierce County,16.1,17.3,"43,419"
ND,Ramsey County,12.0,16.8,"51,607"
ND,Ransom County,9.1,12.3,"60,122"
ND,Renville County,7.6,8.1,"65,651"
ND,Richland County,10.2,11.5,"56,942"
ND,Rolette County,25.5,31.7,"37,634"
ND,Sargent County,7.8,10.4,"58,626"
ND,Sheridan County,17.6,18.7,"38,234"
ND,Sioux County,40.4,45.1,"32,895"
ND,Slope County,9.0,9.0,"56,833"
ND,Stark County,7.5,8.0,"76,844"
ND,Steele County,7.8,12.1,"61,352"
ND,Stutsman County,11.4,14.2,"54,925"
ND,Towner County,10.4,15.2,"51,561"
ND,Traill County,9.5,9.7,"54,814"
ND,Walsh County,10.8,13.3,"51,749"
ND,Ward County,8.4,9.6,"61,170"
ND,Wells County,10.4,11.7,"51,857"
ND,Williams County,7.8,9.3,"89,860"
OH,Ohio,14.8,21.2,"51,086"
OH,Adams County,21.3,29.3,"36,609"
OH,Allen County,15.5,23.4,"49,297"
OH,Ashland County,14.1,20.1,"48,338"
OH,Ashtabula County,18.6,28.6,"44,258"
OH,Athens County,31.5,29.1,"38,400"
OH,Auglaize County,8.7,11.5,"58,840"
OH,Belmont County,14.6,21.1,"45,675"
OH,Brown County,14.9,23.6,"47,202"
OH,Butler County,14.4,18.3,"58,954"
OH,Carroll County,13.0,20.0,"52,166"
OH,Champaign County,10.8,16.2,"58,837"
OH,Clark County,15.1,25.1,"47,651"
OH,Clermont County,9.5,13.5,"62,214"
OH,Clinton County,13.6,21.1,"47,055"
OH,Columbiana County,14.7,22.3,"42,301"
OH,Coshocton County,15.1,23.4,"41,643"
OH,Crawford County,16.5,24.4,"41,471"
OH,Cuyahoga County,18.2,26.2,"45,506"
OH,Darke County,9.6,15.2,"51,131"
OH,Defiance County,10.2,16.2,"53,936"
OH,Delaware County,4.4,4.7,"97,679"
OH,Erie County,12.7,22.3,"48,129"
OH,Fairfield County,9.1,12.4,"61,450"
OH,Fayette County,16.3,26.2,"45,068"
OH,Franklin County,17.1,24.5,"53,939"
OH,Fulton County,8.5,12.4,"58,782"
OH,Gallia County,21.7,32.4,"38,738"
OH,Geauga County,6.7,8.8,"76,315"
OH,Greene County,12.7,16.2,"61,250"
OH,Guernsey County,18.6,28.7,"41,630"
OH,Hamilton County,16.6,23.1,"51,070"
OH,Hancock County,10.6,14.6,"55,265"
OH,Hardin County,16.5,21.2,"44,101"
OH,Harrison County,15.5,24.3,"44,221"
OH,Henry County,9.4,13.9,"56,986"
OH,Highland County,17.9,27.6,"41,494"
OH,Hocking County,15.7,23.8,"43,598"
OH,Holmes County,10.8,15.7,"53,540"
OH,Huron County,13.1,20.7,"48,838"
OH,Jackson County,20.4,29.2,"42,828"
OH,Jefferson County,17.8,28.5,"43,306"
OH,Knox County,14.8,19.9,"50,914"
OH,Lake County,8.3,12.6,"60,782"
OH,Lawrence County,21.0,30.1,"39,698"
OH,Licking County,12.6,17.4,"59,119"
OH,Logan County,10.9,17.3,"49,690"
OH,Lorain County,13.5,20.9,"52,779"
OH,Lucas County,19.5,28.9,"43,136"
OH,Madison County,9.3,14.0,"63,736"
OH,Mahoning County,16.8,26.8,"42,443"
OH,Marion County,18.2,27.7,"43,529"
OH,Medina County,7.0,8.8,"70,576"
OH,Meigs County,22.8,31.3,"38,479"
OH,Mercer County,7.8,10.6,"56,124"
OH,Miami County,10.7,14.0,"51,685"
OH,Monroe County,18.3,24.4,"41,754"
OH,Montgomery County,17.7,27.0,"46,696"
OH,Morgan County,19.0,29.1,"39,969"
OH,Morrow County,11.3,19.4,"52,312"
OH,Muskingum County,16.5,26.7,"43,324"
OH,Noble County,15.0,17.8,"47,714"
OH,Ottawa County,9.7,15.3,"58,793"
OH,Paulding County,10.9,17.3,"49,796"
OH,Perry County,18.8,25.9,"44,738"
OH,Pickaway County,12.4,17.6,"58,472"
OH,Pike County,21.4,33.3,"39,851"
OH,Portage County,13.6,16.1,"53,609"
OH,Preble County,12.7,18.9,"51,042"
OH,Putnam County,7.2,8.7,"60,036"
OH,Richland County,15.1,23.4,"45,273"
OH,Ross County,17.8,25.9,"45,615"
OH,Sandusky County,12.2,18.3,"49,994"
OH,Scioto County,23.0,32.1,"37,277"
OH,Seneca County,13.6,19.8,"48,617"
OH,Shelby County,8.9,13.6,"59,149"
OH,Stark County,13.4,20.2,"48,976"
OH,Summit County,14.4,21.5,"51,434"
OH,Trumbull County,17.6,26.9,"42,831"
OH,Tuscarawas County,13.0,18.0,"47,588"
OH,Union County,7.6,8.8,"76,116"
OH,Van Wert County,11.2,15.3,"51,264"
OH,Vinton County,18.9,32.9,"41,675"
OH,Warren County,5.2,6.6,"81,383"
OH,Washington County,15.0,21.5,"44,697"
OH,Wayne County,11.3,16.9,"52,717"
OH,Williams County,12.0,17.5,"49,031"
OH,Wood County,11.7,10.9,"57,390"
OH,Wyandot County,8.8,11.7,"51,109"
OK,Oklahoma,16.0,22.0,"48,595"
OK,Adair County,28.4,42.7,"31,572"
OK,Alfalfa County,14.6,16.3,"52,551"
OK,Atoka County,23.0,30.6,"34,850"
OK,Beaver County,11.1,14.1,"59,544"
OK,Beckham County,13.9,18.2,"51,394"
OK,Blaine County,16.3,25.3,"43,540"
OK,Bryan County,18.1,25.9,"40,875"
OK,Caddo County,21.3,27.7,"43,548"
OK,Canadian County,9.8,11.2,"63,291"
OK,Carter County,16.3,23.2,"45,287"
OK,Cherokee County,21.5,28.6,"40,600"
OK,Choctaw County,29.9,40.2,"30,572"
OK,Cimarron County,17.0,29.6,"44,023"
OK,Cleveland County,11.5,12.8,"59,417"
OK,Coal County,19.4,28.5,"38,954"
OK,Comanche County,15.1,20.7,"46,821"
OK,Cotton County,16.8,23.5,"42,901"
OK,Craig County,18.2,27.4,"41,119"
OK,Creek County,15.7,21.9,"47,395"
OK,Custer County,17.9,20.4,"47,745"
OK,Delaware County,20.5,32.8,"38,840"
OK,Dewey County,13.1,17.8,"53,004"
OK,Ellis County,11.9,17.0,"57,524"
OK,Garfield County,14.5,20.2,"49,070"
OK,Garvin County,14.2,20.3,"46,139"
OK,Grady County,13.1,17.7,"53,208"
OK,Grant County,11.4,15.4,"50,729"
OK,Greer County,23.7,26.6,"36,495"
OK,Harmon County,23.6,31.8,"33,144"
OK,Harper County,9.8,13.4,"52,635"
OK,Haskell County,18.1,27.7,"36,888"
OK,Hughes County,20.1,28.9,"37,676"
OK,Jackson County,17.2,24.8,"44,723"
OK,Jefferson County,19.9,30.0,"36,227"
OK,Johnston County,21.4,29.1,"38,980"
OK,Kay County,18.7,27.0,"43,373"
OK,Kingfisher County,10.6,13.4,"59,462"
OK,Kiowa County,21.1,29.3,"37,721"
OK,Latimer County,19.4,26.9,"38,313"
OK,Le Flore County,19.3,27.4,"38,261"
OK,Lincoln County,14.7,20.5,"46,976"
OK,Logan County,13.1,16.4,"57,892"
OK,Love County,12.4,21.2,"45,223"
OK,McClain County,10.7,14.2,"56,700"
OK,McCurtain County,25.3,32.3,"31,723"
OK,McIntosh County,21.3,31.9,"35,775"
OK,Major County,10.8,13.6,"55,020"
OK,Marshall County,17.1,25.5,"41,312"
OK,Mayes County,18.5,25.9,"46,373"
OK,Murray County,14.4,19.4,"45,560"
OK,Muskogee County,21.1,27.6,"40,340"
OK,Noble County,11.8,17.3,"51,977"
OK,Nowata County,16.4,25.3,"43,341"
OK,Okfuskee County,23.9,31.4,"37,289"
OK,Oklahoma County,16.2,23.5,"49,750"
OK,Okmulgee County,22.5,32.2,"39,825"
OK,Osage County,16.3,23.9,"46,093"
OK,Ottawa County,23.0,33.0,"36,166"
OK,Pawnee County,16.0,23.6,"45,184"
OK,Payne County,22.7,18.0,"41,747"
OK,Pittsburg County,17.0,23.3,"43,257"
OK,Pontotoc County,15.4,20.6,"44,798"
OK,Pottawatomie County,17.0,22.6,"43,587"
OK,Pushmataha County,21.1,30.6,"34,910"
OK,Roger Mills County,10.8,15.5,"57,063"
OK,Rogers County,10.0,13.8,"63,263"
OK,Seminole County,20.7,30.5,"39,102"
OK,Sequoyah County,24.4,32.7,"36,718"
OK,Stephens County,15.6,21.9,"47,949"
OK,Texas County,11.4,15.8,"51,092"
OK,Tillman County,23.1,30.2,"38,247"
OK,Tulsa County,15.9,22.6,"51,366"
OK,Wagoner County,10.2,14.7,"57,948"
OK,Washington County,13.5,19.7,"52,056"
OK,Washita County,15.8,21.4,"49,606"
OK,Woods County,13.8,15.6,"52,920"
OK,Woodward County,11.8,16.1,"60,290"
OR,Oregon,15.2,19.8,"54,074"
OR,Baker County,15.3,27.0,"40,855"
OR,Benton County,18.3,15.0,"54,773"
OR,Clackamas County,9.4,12.3,"69,523"
OR,Clatsop County,13.9,21.5,"47,340"
OR,Columbia County,13.4,16.6,"52,060"
OR,Coos County,18.7,29.8,"38,934"
OR,Crook County,15.9,25.6,"45,046"
OR,Curry County,17.2,27.0,"38,126"
OR,Deschutes County,13.4,18.2,"56,911"
OR,Douglas County,19.5,30.7,"41,696"
OR,Gilliam County,12.9,17.9,"50,694"
OR,Grant County,16.4,26.4,"43,105"
OR,Harney County,16.3,25.5,"40,468"
OR,Hood River County,11.5,17.9,"53,726"
OR,Jackson County,19.3,25.2,"44,855"
OR,Jefferson County,21.9,31.7,"42,325"
OR,Josephine County,21.9,34.4,"40,569"
OR,Klamath County,19.9,29.4,"42,384"
OR,Lake County,18.6,26.1,"39,878"
OR,Lane County,19.0,23.1,"47,254"
OR,Lincoln County,17.0,27.9,"41,118"
OR,Linn County,15.8,22.4,"47,757"
OR,Malheur County,24.9,33.9,"37,604"
OR,Marion County,16.8,24.1,"51,623"
OR,Morrow County,15.0,22.9,"53,774"
OR,Multnomah County,15.7,18.5,"58,764"
OR,Polk County,13.7,18.1,"55,342"
OR,Sherman County,16.3,20.7,"51,448"
OR,Tillamook County,15.5,25.2,"44,972"
OR,Umatilla County,19.2,26.3,"49,016"
OR,Union County,16.5,21.2,"46,378"
OR,Wallowa County,16.1,26.2,"44,045"
OR,Wasco County,16.0,24.1,"45,110"
OR,Washington County,10.5,12.3,"70,417"
OR,Wheeler County,21.4,43.6,"34,157"
OR,Yamhill County,13.3,18.1,"52,806"
PA,Pennsylvania,13.1,19.1,"55,683"
PA,Adams County,8.5,13.5,"60,558"
PA,Allegheny County,12.2,16.5,"54,412"
PA,Armstrong County,12.6,19.2,"44,893"
PA,Beaver County,13.1,20.3,"50,131"
PA,Bedford County,13.9,19.0,"45,988"
PA,Berks County,12.6,19.9,"56,167"
PA,Blair County,15.3,22.5,"44,880"
PA,Bradford County,13.0,19.8,"49,367"
PA,Bucks County,6.3,7.8,"80,512"
PA,Butler County,9.5,11.3,"67,892"
PA,Cambria County,14.9,21.5,"43,786"
PA,Cameron County,13.3,22.4,"42,452"
PA,Carbon County,11.5,18.8,"52,121"
PA,Centre County,16.1,12.2,"55,084"
PA,Chester County,6.0,7.4,"90,555"
PA,Clarion County,17.4,21.3,"39,988"
PA,Clearfield County,16.6,26.2,"44,336"
PA,Clinton County,16.0,22.3,"45,897"
PA,Columbia County,15.0,18.5,"44,763"
PA,Crawford County,15.3,23.5,"45,989"
PA,Cumberland County,7.3,10.4,"63,926"
PA,Dauphin County,13.6,23.4,"54,198"
PA,Delaware County,10.4,14.4,"67,184"
PA,Elk County,9.3,14.2,"47,826"
PA,Erie County,17.1,26.3,"47,118"
PA,Fayette County,20.1,31.2,"40,293"
PA,Forest County,24.3,46.4,"37,388"
PA,Franklin County,9.4,14.9,"56,975"
PA,Fulton County,11.6,19.4,"49,378"
PA,Greene County,15.1,21.5,"50,714"
PA,Huntingdon County,14.3,20.7,"44,875"
PA,Indiana County,18.2,22.3,"45,448"
PA,Jefferson County,14.6,21.9,"45,499"
PA,Juniata County,12.8,19.0,"50,008"
PA,Lackawanna County,15.3,22.4,"48,000"
PA,Lancaster County,10.6,15.5,"59,231"
PA,Lawrence County,17.5,26.6,"43,944"
PA,Lebanon County,11.6,17.4,"52,829"
PA,Lehigh County,12.1,19.1,"56,352"
PA,Luzerne County,15.1,23.9,"49,589"
PA,Lycoming County,14.8,23.1,"49,941"
PA,Mc Kean County,16.9,25.6,"46,039"
PA,Mercer County,14.2,24.0,"46,319"
PA,Mifflin County,15.4,26.4,"42,296"
PA,Monroe County,12.7,17.6,"57,152"
PA,Montgomery County,6.6,7.5,"83,258"
PA,Montour County,9.0,15.2,"57,056"
PA,Northampton County,8.8,13.4,"62,129"
PA,Northumberland County,13.1,20.2,"44,221"
PA,Perry County,9.6,14.3,"54,818"
PA,Philadelphia County,25.4,38.4,"41,210"
PA,Pike County,10.9,17.1,"60,436"
PA,Potter County,14.3,23.6,"41,754"
PA,Schuylkill County,13.0,19.0,"45,733"
PA,Snyder County,11.7,18.0,"49,803"
PA,Somerset County,14.4,21.8,"43,608"
PA,Sullivan County,13.5,20.7,"43,844"
PA,Susquehanna County,12.6,19.6,"50,141"
PA,Tioga County,13.1,18.9,"48,186"
PA,Union County,12.4,13.6,"57,862"
PA,Venango County,13.5,23.2,"44,916"
PA,Warren County,12.2,22.7,"45,362"
PA,Washington County,10.1,13.8,"57,622"
PA,Wayne County,13.3,20.7,"49,927"
PA,Westmoreland County,11.3,15.5,"53,422"
PA,Wyoming County,11.1,17.7,"51,797"
PA,York County,10.4,15.2,"58,527"
RI,Rhode Island,14.1,20.6,"57,265"
RI,Bristol County,9.3,9.7,"75,324"
RI,Kent County,8.7,12.5,"65,332"
RI,Newport County,11.1,13.8,"66,096"
RI,Providence County,17.2,25.7,"50,364"
RI,Washington County,9.9,11.3,"71,951"
SC,South Carolina,16.8,24.4,"47,308"
SC,Abbeville County,19.1,26.2,"35,932"
SC,Aiken County,18.1,27.1,"48,012"
SC,Allendale County,41.0,50.6,"27,089"
SC,Anderson County,17.2,25.1,"44,745"
SC,Bamberg County,32.7,43.9,"29,642"
SC,Barnwell County,27.3,38.2,"33,280"
SC,Beaufort County,12.9,21.3,"60,071"
SC,Berkeley County,13.0,18.7,"55,876"
SC,Calhoun County,21.3,29.4,"41,277"
SC,Charleston County,14.9,22.9,"56,244"
SC,Cherokee County,20.3,29.7,"37,098"
SC,Chester County,25.7,38.0,"35,006"
SC,Chesterfield County,23.5,33.7,"36,520"
SC,Clarendon County,25.4,38.1,"34,654"
SC,Colleton County,23.1,36.7,"33,745"
SC,Darlington County,21.5,33.4,"36,719"
SC,Dillon County,31.2,42.8,"31,094"
SC,Dorchester County,13.6,18.8,"55,595"
SC,Edgefield County,18.9,27.1,"46,430"
SC,Fairfield County,23.0,33.4,"36,622"
SC,Florence County,20.3,28.7,"41,197"
SC,Georgetown County,19.3,32.0,"44,395"
SC,Greenville County,13.8,17.7,"52,017"
SC,Greenwood County,19.1,26.2,"42,240"
SC,Hampton County,23.6,35.1,"30,772"
SC,Horry County,16.7,29.6,"47,083"
SC,Jasper County,23.2,40.1,"37,231"
SC,Kershaw County,15.5,23.3,"48,233"
SC,Lancaster County,14.4,21.0,"47,279"
SC,Laurens County,18.9,30.7,"39,731"
SC,Lee County,28.3,38.6,"31,525"
SC,Lexington County,13.2,19.1,"55,413"
SC,McCormick County,19.2,35.2,"41,589"
SC,Marion County,24.4,41.1,"30,528"
SC,Marlboro County,28.2,37.9,"32,485"
SC,Newberry County,19.1,28.5,"41,120"
SC,Oconee County,18.0,25.1,"44,819"
SC,Orangeburg County,24.0,36.8,"37,651"
SC,Pickens County,18.1,19.4,"44,091"
SC,Richland County,15.8,22.3,"51,065"
SC,Saluda County,18.3,29.6,"41,409"
SC,Spartanburg County,15.0,21.5,"45,768"
SC,Sumter County,19.6,29.8,"41,058"
SC,Union County,23.2,33.8,"35,467"
SC,Williamsburg County,33.6,43.3,"28,943"
SC,York County,12.5,17.1,"57,302"
SD,South Dakota,13.5,17.7,"53,263"
